k_hMpc,T_stage3_dictionary,T_v183_clipped,P_suppression_stage3,P_suppression_v183
1.66347045242699,0.8722793519535885,0.9495942670233587,0.7608712678445724,0.9017292719636298
1.6981939055314639,0.8681731213633727,0.9398358140825525,0.7537245686578213,0.8832913574322141
1.7336421795630177,0.8639717146999693,0.9301776433434242,0.746447123801605,0.8652304481759265
1.769830404508141,0.859674965586161,0.9206187242614775,0.739041046455567,0.8475388354608303
1.8067740261782155,0.8552828154689637,0.9111580368825489,0.7315086944365173,0.8302089681756604
1.844488812802074,0.8507953159777006,0.9017945717339787,0.7238526696895955,0.81323344960887
1.8829908617561837,0.8462126309410869,0.8925273297168952,0.7160758167642362,0.7966050342915714
1.9222966064352964,0.8415350380455752,0.8833553219996123,0.7081812202583676,0.7803166249050387
1.9624228232665357,0.8367629301194551,0.8742775699121179,0.7001722012220961,0.7643612692514382
2.003386638869888,0.8318968160296644,0.865293104841648,0.6920523125202932,0.7487321572864992
2.0452055373681652,0.8269373211808994,0.856400968129334,0.6838253331618419,0.7334226182128605
2.087897367849555,0.8218851876093923,0.8476002109679119,0.675495261611726,0.7184261176328488
2.131480351985944,0.8167412736666183,0.8388898943004839,0.6670663081105699,0.703736254759477
2.175973091810272,0.8115065532911728,0.8302690887203171,0.6585428860345192,0.6893467596844658
2.2213945776562234,0.8061821148700747,0.8217368743716769,0.6499296023363864,0.6752514907021331
2.267764196263657,0.8007691596937833,0.8132923408516745,0.6412312471166878,0.6614444316879963
2.3151017390532376,0.7952690000122057,0.8049345871131254,0.6324527823804136,0.6479196895309777
2.363427410573771,0.7896830567019048,0.7966627213684078,0.6235993300420637,0.6346714916181173
2.412761837125894,0.7840128565575312,0.7884758609943054,0.6146761592475,0.6216941833707113
2.4631260755657602,0.7782600292231953,0.780373132437831,0.6056886730864888,0.6089822258308325
2.514541622292502,0.7724263037819956,0.7723536711230158,0.5966423947743158,0.5965301932971996
2.5670304224232954,0.7665135050242455,0.7644166213586583,0.5875429533845541,0.5843327710093864
2.6206148791599473,0.7605235494170056,0.7565611362470205,0.5783960692178406,0.5723847528793827
2.6753178633509997,0.7544584407993913,0.748786377593462,0.5692075388934486,0.5606810392695386
2.731162723253437,0.7483202658296724,0.741091515817003,0.5599832202513916,0.5492166348159433
2.788173294498155,0.7421111892114975,0.7334757298618075,0.5507290171529031,0.5379866462963112
2.846373910263467,0.7358334487275702,0.7259382071095731,0.5414508642663096,0.5269862805414615
