k_hMpc,P_LCDM,P_convA,P_convB,T_k,dsigma2_dlnk
6.945610541081906342e-02,9.613251190530652821e+03,9.613251190530652821e+03,9.613251190530652821e+03,1.000000000000000000e+00,1.533681400797648198e-01
6.969647325373246050e-02,9.582900953225402191e+03,9.582900953225402191e+03,9.582900953225402191e+03,1.000000000000000000e+00,1.544099850466735813e-01
6.993767294144294377e-02,9.552259167126863758e+03,9.552259167126863758e+03,9.552259167126863758e+03,1.000000000000000000e+00,1.554521335551339312e-01
7.017970735272888172e-02,9.521320941713869615e+03,9.521320941713869615e+03,9.521320941713869615e+03,1.000000000000000000e+00,1.564943567043981798e-01
7.042257937633135401e-02,9.490081519414925424e+03,9.490081519414925424e+03,9.490081519414925424e+03,1.000000000000000000e+00,1.575364212171939393e-01
7.066629191098858231e-02,9.458536277533370594e+03,9.458536277533370594e+03,9.458536277533370594e+03,1.000000000000000000e+00,1.585780894518377671e-01
7.091084786547041663e-02,9.426680730179325110e+03,9.426680730179325110e+03,9.426680730179325110e+03,1.000000000000000000e+00,1.596191194175321515e-01
7.115625015861326563e-02,9.394510773748690553e+03,9.394510773748690553e+03,9.394510773748690553e+03,1.000000000000000000e+00,1.606592689578520694e-01
7.140250171935470791e-02,9.362024302922907737e+03,9.362024302922907737e+03,9.362024302922907737e+03,1.000000000000000000e+00,1.616983238576841231e-01
7.164960548676854724e-02,9.329220183602668840e+03,9.329220183602668840e+03,9.329220183602668840e+03,1.000000000000000000e+00,1.627360815201621125e-01
7.189756441009981236e-02,9.296097388426711404e+03,9.296097388426711404e+03,9.296097388426711404e+03,1.000000000000000000e+00,1.637723364856985553e-01
7.214638144880028414e-02,9.262654992952184330e+03,9.262654992952184330e+03,9.262654992952184330e+03,1.000000000000000000e+00,1.648068803782056502e-01
7.239605957256328717e-02,9.228892176523395392e+03,9.228892176523395392e+03,9.228892176523395392e+03,1.000000000000000000e+00,1.658395019331621589e-01
7.264660176135956382e-02,9.194808223117344824e+03,9.194808223117344824e+03,9.194808223117344824e+03,1.000000000000000000e+00,1.668699870277894071e-01
7.289801100547255164e-02,9.160402522165590199e+03,9.160402522165590199e+03,9.160402522165590199e+03,1.000000000000000000e+00,1.678981187133821440e-01
7.315029030553445166e-02,9.125674569351573155e+03,9.125674569351573155e+03,9.125674569351573155e+03,1.000000000000000000e+00,1.689236772498142192e-01
7.340344267256157518e-02,9.090623967381819966e+03,9.090623967381819966e+03,9.090623967381819966e+03,1.000000000000000000e+00,1.699464401422470516e-01
7.365747112799059249e-02,9.055250426730715844e+03,9.055250426730715844e+03,9.055250426730715844e+03,1.000000000000000000e+00,1.709661821800782244e-01
7.391237870371442087e-02,9.019553766357019413e+03,9.019553766357019413e+03,9.019553766357019413e+03,1.000000000000000000e+00,1.719826754781384193e-01
7.416816844211872317e-02,8.983533914391946382e+03,8.983533914391946382e+03,8.983533914391946382e+03,1.000000000000000000e+00,1.729956895201802958e-01
7.442484339611775412e-02,8.947190908797296288e+03,8.947190908797296288e+03,8.947190908797296288e+03,1.000000000000000000e+00,1.740049912046680858e-01
7.468240662919113648e-02,8.910524924057390308e+03,8.910524924057390308e+03,8.910524924057390308e+03,1.000000000000000000e+00,1.750103454048293206e-01
7.494086121542026246e-02,8.873537494973625144e+03,8.873537494973625144e+03,8.873537494973625144e+03,1.000000000000000000e+00,1.760115393073271028e-01
7.520021023952522254e-02,8.836232017233751321e+03,8.836232017233751321e+03,8.836232017233751321e+03,1.000000000000000000e+00,1.770083937095348336e-01
7.546045679690126240e-02,8.798612081244042201e+03,8.798612081244042201e+03,8.798612081244042201e+03,1.000000000000000000e+00,1.780007311160766992e-01
7.572160399365597538e-02,8.760681334565735597e+03,8.760681334565735597e+03,8.760681334565735597e+03,1.000000000000000000e+00,1.789883731159965519e-01
7.598365494664624520e-02,8.722443481256150335e+03,8.722443481256150335e+03,8.722443481256150335e+03,1.000000000000000000e+00,1.799711404237069323e-01
7.624661278351570204e-02,8.683902281190803478e+03,8.683902281190803478e+03,8.683902281190803478e+03,1.000000000000000000e+00,1.809488529208299612e-01
7.651048064273166527e-02,8.645061549365284009e+03,8.645061549365284009e+03,8.645061549365284009e+03,1.000000000000000000e+00,1.819213296988802797e-01
7.677526167362287712e-02,8.605925155179158537e+03,8.605925155179158537e+03,8.605925155179158537e+03,1.000000000000000000e+00,1.828883891028416364e-01
7.704095903641698662e-02,8.566497021699906327e+03,8.566497021699906327e+03,8.566497021699906327e+03,1.000000000000000000e+00,1.838498487755811650e-01
7.730757590227825549e-02,8.526781124907933190e+03,8.526781124907933190e+03,8.526781124907933190e+03,1.000000000000000000e+00,1.848055257031053777e-01
7.757511545334563885e-02,8.486781492923635597e+03,8.486781492923635597e+03,8.486781492923635597e+03,1.000000000000000000e+00,1.857552362606749718e-01
7.784358088277033849e-02,8.446502205215258073e+03,8.446502205215258073e+03,8.446502205215258073e+03,1.000000000000000000e+00,1.866987962597297379e-01
7.811297539475424434e-02,8.405947391788507957e+03,8.405947391788507957e+03,8.405947391788507957e+03,1.000000000000000000e+00,1.876360209956486891e-01
7.838330220458801512e-02,8.365121232358416819e+03,8.365121232358416819e+03,8.365121232358416819e+03,1.000000000000000000e+00,1.885667252963074969e-01
7.865456453868968634e-02,8.324028693064070467e+03,8.324028693064070467e+03,8.324028693064070467e+03,1.000000000000000000e+00,1.894907403615185004e-01
7.892676563464282036e-02,8.282678264030051650e+03,8.282678264030051650e+03,8.282678264030051650e+03,1.000000000000000000e+00,1.904079775935142993e-01
7.919990874123543356e-02,8.241079428971212110e+03,8.241079428971212110e+03,8.241079428971212110e+03,1.000000000000000000e+00,1.913183738770899145e-01
7.947399711849857662e-02,8.199241610761228003e+03,8.199241610761228003e+03,8.199241610761228003e+03,1.000000000000000000e+00,1.922218681047811184e-01
7.974903403774552535e-02,8.157174168866527907e+03,8.157174168866527907e+03,8.157174168866527907e+03,1.000000000000000000e+00,1.931184011789813249e-01
8.002502278161049976e-02,8.114886397019929973e+03,8.114886397019929973e+03,8.114886397019929973e+03,1.000000000000000000e+00,1.940079160170631034e-01
8.030196664408799367e-02,8.072387520964582109e+03,8.072387520964582109e+03,8.072387520964582109e+03,1.000000000000000000e+00,1.948903575556999723e-01
8.057986893057203504e-02,8.029686696269133790e+03,8.029686696269133790e+03,8.029686696269133790e+03,1.000000000000000000e+00,1.957656727544104802e-01
8.085873295789587634e-02,7.986793006212075852e+03,7.986793006212075852e+03,7.986793006212075852e+03,1.000000000000000000e+00,1.966338105982995965e-01
8.113856205437119939e-02,7.943715459737577476e+03,7.943715459737577476e+03,7.943715459737577476e+03,1.000000000000000000e+00,1.974947221000484254e-01
8.141935955982809725e-02,7.900462989480107353e+03,7.900462989480107353e+03,7.900462989480107353e+03,1.000000000000000000e+00,1.983483603011173269e-01
8.170112882565475076e-02,7.857044449859670749e+03,7.857044449859670749e+03,7.857044449859670749e+03,1.000000000000000000e+00,1.991946802722091847e-01
8.198387321483782686e-02,7.813468615245889850e+03,7.813468615245889850e+03,7.813468615245889850e+03,1.000000000000000000e+00,2.000336391129743929e-01
8.226759610200205797e-02,7.769744178191442188e+03,7.769744178191442188e+03,7.769744178191442188e+03,1.000000000000000000e+00,2.008651959509828167e-01
8.255230087345090395e-02,7.725879876643038187e+03,7.725879876643038187e+03,7.725879876643038187e+03,1.000000000000000000e+00,2.016893153052225218e-01
8.283799092720682544e-02,7.681887057543217452e+03,7.681887057543217452e+03,7.681887057543217452e+03,1.000000000000000000e+00,2.025060348718459857e-01
8.312466967305182086e-02,7.637779466112539922e+03,7.637779466112539922e+03,7.637779466112539922e+03,1.000000000000000000e+00,2.033154634347125456e-01
8.341234053256840753e-02,7.593570735507848440e+03,7.593570735507848440e+03,7.593570735507848440e+03,1.000000000000000000e+00,2.041177167292401728e-01
8.370100693917999213e-02,7.549274281915958454e+03,7.549274281915958454e+03,7.549274281915958454e+03,1.000000000000000000e+00,2.049129147274579010e-01
8.399067233819214329e-02,7.504903302690630881e+03,7.504903302690630881e+03,7.504903302690630881e+03,1.000000000000000000e+00,2.057011815813399591e-01
8.428134018683360040e-02,7.460470774703344432e+03,7.460470774703344432e+03,7.460470774703344432e+03,1.000000000000000000e+00,2.064826455662603366e-01
8.457301395429780988e-02,7.415989452902646917e+03,7.415989452902646917e+03,7.415989452902646917e+03,1.000000000000000000e+00,2.072574390246298137e-01
8.486569712178386460e-02,7.371471869078365671e+03,7.371471869078365671e+03,7.371471869078365671e+03,1.000000000000000000e+00,2.080256983098358881e-01
8.515939318253841483e-02,7.326930330825226520e+03,7.326930330825226520e+03,7.326930330825226520e+03,1.000000000000000000e+00,2.087875637305429410e-01
8.545410564189712121e-02,7.282376920701708514e+03,7.282376920701708514e+03,7.282376920701708514e+03,1.000000000000000000e+00,2.095431794954610016e-01
8.574983801732688482e-02,7.237823495577966241e+03,7.237823495577966241e+03,7.237823495577966241e+03,1.000000000000000000e+00,2.102926936586191342e-01
8.604659383846730014e-02,7.193281686170447756e+03,7.193281686170447756e+03,7.193281686170447756e+03,1.000000000000000000e+00,2.110362580653058762e-01
8.634437664717313499e-02,7.148762896754962640e+03,7.148762896754962640e+03,7.148762896754962640e+03,1.000000000000000000e+00,2.117740282986509126e-01
8.664318999755644957e-02,7.104278305584256486e+03,7.104278305584256486e+03,7.104278305584256486e+03,1.000000000000000000e+00,2.125061636428152156e-01
8.694303745602925682e-02,7.059839637811317516e+03,7.059839637811317516e+03,7.059839637811317516e+03,1.000000000000000000e+00,2.132328503753014581e-01
8.724392260134571087e-02,7.015460681891628155e+03,7.015460681891628155e+03,7.015460681891628155e+03,1.000000000000000000e+00,2.139543490923571378e-01
8.754584902464510043e-02,6.971155351801374309e+03,6.971155351801374309e+03,6.971155351801374309e+03,1.000000000000000000e+00,2.146709383915757219e-01
8.784882032949453690e-02,6.926937247936007225e+03,6.926937247936007225e+03,6.926937247936007225e+03,1.000000000000000000e+00,2.153829017630647102e-01
8.815284013193228074e-02,6.882819658333471125e+03,6.882819658333471125e+03,6.882819658333471125e+03,1.000000000000000000e+00,2.160905275203051090e-01
8.845791206051044353e-02,6.838815560154496779e+03,6.838815560154496779e+03,6.838815560154496779e+03,1.000000000000000000e+00,2.167941087346277884e-01
8.876403975633863352e-02,6.794937621410806969e+03,6.794937621410806969e+03,6.794937621410806969e+03,1.000000000000000000e+00,2.174939431734597972e-01
8.907122687312724052e-02,6.751198202931638662e+03,6.751198202931638662e+03,6.751198202931638662e+03,1.000000000000000000e+00,2.181903332424700026e-01
8.937947707723108148e-02,6.707609360558714798e+03,6.707609360558714798e+03,6.707609360558714798e+03,1.000000000000000000e+00,2.188835859317428412e-01
8.968879404769340702e-02,6.664182847561138260e+03,6.664182847561138260e+03,6.664182847561138260e+03,1.000000000000000000e+00,2.195740127661332253e-01
8.999918147628936660e-02,6.620930117260273619e+03,6.620930117260273619e+03,6.620930117260273619e+03,1.000000000000000000e+00,2.202619297599055226e-01
9.031064306757033422e-02,6.577862325855887320e+03,6.577862325855887320e+03,6.577862325855887320e+03,1.000000000000000000e+00,2.209476573758086537e-01
9.062318253890803976e-02,6.534990335444346783e+03,6.534990335444346783e+03,6.534990335444346783e+03,1.000000000000000000e+00,2.216315204886971646e-01
9.093680362053921384e-02,6.492324717220169077e+03,6.492324717220169077e+03,6.492324717220169077e+03,1.000000000000000000e+00,2.223138483538300292e-01
9.125151005560962203e-02,6.449876437272169824e+03,6.449876437272169824e+03,6.449876437272169824e+03,1.000000000000000000e+00,2.229949981736348008e-01
9.156730560021909826e-02,6.407659095792565495e+03,6.407659095792565495e+03,6.407659095792565495e+03,1.000000000000000000e+00,2.236754342568726406e-01
9.188419402346616194e-02,6.365686707513309557e+03,6.365686707513309557e+03,6.365686707513309557e+03,1.000000000000000000e+00,2.243556545818456704e-01
9.220217910749337054e-02,6.323972896931764808e+03,6.323972896931764808e+03,6.323972896931764808e+03,1.000000000000000000e+00,2.250361633020474261e-01
9.252126464753195056e-02,6.282530904174980606e+03,6.282530904174980606e+03,6.282530904174980606e+03,1.000000000000000000e+00,2.257174707454365770e-01
9.284145445194745550e-02,6.241373591158341696e+03,6.241373591158341696e+03,6.241373591158341696e+03,1.000000000000000000e+00,2.264000934256532593e-01
9.316275234228496571e-02,6.200513448008770865e+03,6.200513448008770865e+03,6.200513448008770865e+03,1.000000000000000000e+00,2.270845540649167604e-01
9.348516215331517665e-02,6.159962599738051722e+03,6.159962599738051722e+03,6.159962599738051722e+03,1.000000000000000000e+00,2.277713816288704229e-01
9.380868773307948771e-02,6.119732813151921619e+03,6.119732813151921619e+03,6.119732813151921619e+03,1.000000000000000000e+00,2.284611113736196575e-01
9.413333294293645126e-02,6.079835503980850262e+03,6.079835503980850262e+03,6.079835503980850262e+03,1.000000000000000000e+00,2.291542849052121411e-01
9.445910165760754151e-02,6.040281744218801578e+03,6.040281744218801578e+03,6.040281744218801578e+03,1.000000000000000000e+00,2.298514502518092528e-01
9.478599776522381171e-02,6.001082269657175857e+03,6.001082269657175857e+03,6.001082269657175857e+03,1.000000000000000000e+00,2.305531619488181694e-01
9.511402516737178792e-02,5.962247487601427565e+03,5.962247487601427565e+03,5.962247487601427565e+03,1.000000000000000000e+00,2.312599811372411662e-01
9.544318777914033436e-02,5.923787484757528546e+03,5.923787484757528546e+03,5.923787484757528546e+03,1.000000000000000000e+00,2.319724756755003059e-01
9.577348952916736602e-02,5.885712035277605537e+03,5.885712035277605537e+03,5.885712035277605537e+03,1.000000000000000000e+00,2.326912202650421035e-01
9.610493435968660292e-02,5.848030608952831244e+03,5.848030608952831244e+03,5.848030608952831244e+03,1.000000000000000000e+00,2.334167965899759112e-01
9.643752622657493501e-02,5.810752371067005697e+03,5.810752371067005697e+03,5.810752371067005697e+03,1.000000000000000000e+00,2.341497931295005164e-01
9.677126909939920418e-02,5.773885664085863027e+03,5.773885664085863027e+03,5.773885664085863027e+03,1.000000000000000000e+00,2.348907838804618065e-01
9.710616696146384674e-02,5.737437722797649258e+03,5.737437722797649258e+03,5.737437722797649258e+03,1.000000000000000000e+00,2.356403154479094764e-01
9.744222380985834153e-02,5.701415472047268850e+03,5.701415472047268850e+03,5.701415472047268850e+03,1.000000000000000000e+00,2.363989383152450274e-01
9.777944365550515771e-02,5.665825610415332449e+03,5.665825610415332449e+03,5.665825610415332449e+03,1.000000000000000000e+00,2.371672100672444494e-01
9.811783052320721676e-02,5.630674617943070189e+03,5.630674617943070189e+03,5.630674617943070189e+03,1.000000000000000000e+00,2.379456955922003014e-01
9.845738845169621500e-02,5.595968763906173081e+03,5.595968763906173081e+03,5.595968763906173081e+03,1.000000000000000000e+00,2.387349672972765846e-01
9.879812149368066843e-02,5.561714114632995916e+03,5.561714114632995916e+03,5.561714114632995916e+03,1.000000000000000000e+00,2.395356053374035066e-01
9.914003371589458213e-02,5.527916541361381860e+03,5.527916541361381860e+03,5.527916541361381860e+03,1.000000000000000000e+00,2.403481978580077616e-01
9.948312919914557850e-02,5.494581728130599913e+03,5.494581728130599913e+03,5.494581728130599913e+03,1.000000000000000000e+00,2.411733412519443120e-01
9.982741203836383026e-02,5.461715179703169269e+03,5.461715179703169269e+03,5.461715179703169269e+03,1.000000000000000000e+00,2.420116404309429203e-01
1.001728863426508548e-01,5.429322229514058563e+03,5.429322229514058563e+03,5.429322229514058563e+03,1.000000000000000000e+00,2.428637091119839886e-01
1.005195562353288080e-01,5.397408047642526071e+03,5.397408047642526071e+03,5.397408047642526071e+03,1.000000000000000000e+00,2.437301701189290293e-01
1.008674258539892926e-01,5.365977648805162062e+03,5.365977648805162062e+03,5.365977648805162062e+03,1.000000000000000000e+00,2.446116556998761404e-01
1.012164993505429850e-01,5.335035900365972338e+03,5.335035900365972338e+03,5.335035900365972338e+03,1.000000000000000000e+00,2.455088078605923152e-01
1.015667808912690817e-01,5.304587530362467078e+03,5.304587530362467078e+03,5.304587530362467078e+03,1.000000000000000000e+00,2.464222787145280424e-01
1.019182746568653153e-01,5.274636961610413891e+03,5.274636961610413891e+03,5.274636961610413891e+03,1.000000000000000000e+00,2.473527226932061007e-01
1.022709848424974005e-01,5.245185726064119081e+03,5.245185726064119081e+03,5.245185726064119081e+03,1.000000000000000000e+00,2.483006737624000038e-01
1.026249156578493971e-01,5.216233086299446768e+03,5.216233086299446768e+03,5.216233086299446768e+03,1.000000000000000000e+00,2.492665689328097955e-01
1.029800713271738916e-01,5.187778245601976778e+03,5.187778245601976778e+03,5.187778245601976778e+03,1.000000000000000000e+00,2.502508499211557602e-01
1.033364560893423323e-01,5.159820415054124169e+03,5.159820415054124169e+03,5.159820415054124169e+03,1.000000000000000000e+00,2.512539663706568338e-01
1.036940741978959329e-01,5.132358816530400873e+03,5.132358816530400873e+03,5.132358816530400873e+03,1.000000000000000000e+00,2.522763761030438201e-01
1.040529299210959380e-01,5.105392685671340587e+03,5.105392685671340587e+03,5.105392685671340587e+03,1.000000000000000000e+00,2.533185453786548358e-01
1.044130275419749843e-01,5.078921274837773126e+03,5.078921274837773126e+03,5.078921274837773126e+03,1.000000000000000000e+00,2.543809491648718613e-01
1.047743713583878661e-01,5.052943856047016197e+03,5.052943856047016197e+03,5.052943856047016197e+03,1.000000000000000000e+00,2.554640714131575785e-01
1.051369656830634103e-01,5.027459723892463444e+03,5.027459723892463444e+03,5.027459723892463444e+03,1.000000000000000000e+00,2.565684053449694413e-01
1.055008148436552412e-01,5.002468198448264957e+03,5.002468198448264957e+03,5.002468198448264957e+03,1.000000000000000000e+00,2.576944537468190966e-01
1.058659231827938640e-01,4.977968628161122979e+03,4.977968628161122979e+03,4.977968628161122979e+03,1.000000000000000000e+00,2.588427292748083919e-01
1.062322950581383180e-01,4.953960392730149579e+03,4.953960392730149579e+03,4.953960392730149579e+03,1.000000000000000000e+00,2.600137547688929351e-01
1.065999348424285093e-01,4.930442905977777627e+03,4.930442905977777627e+03,4.930442905977777627e+03,1.000000000000000000e+00,2.612080635772643933e-01
1.069688469235369060e-01,4.907415618712305331e+03,4.907415618712305331e+03,4.907415618712305331e+03,1.000000000000000000e+00,2.624261998911015525e-01
1.073390357045212323e-01,4.884877521812089071e+03,4.884877521812089071e+03,4.884877521812089071e+03,1.000000000000000000e+00,2.636686921141126461e-01
1.077105056036768566e-01,4.862821570086224710e+03,4.862821570086224710e+03,4.862821570086224710e+03,1.000000000000000000e+00,2.649357480022102584e-01
1.080832610545898881e-01,4.841236821507497552e+03,4.841236821507497552e+03,4.841236821507497552e+03,1.000000000000000000e+00,2.662273570013047874e-01
1.084573065061895797e-01,4.820112489008954981e+03,4.820112489008954981e+03,4.820112489008954981e+03,1.000000000000000000e+00,2.675435049470303306e-01
1.088326464228016460e-01,4.799438008738615281e+03,4.799438008738615281e+03,4.799438008738615281e+03,1.000000000000000000e+00,2.688841779339105065e-01
1.092092852842015682e-01,4.779203032872663243e+03,4.779203032872663243e+03,4.779203032872663243e+03,1.000000000000000000e+00,2.702493621368802779e-01
1.095872275856683564e-01,4.759397422656359595e+03,4.759397422656359595e+03,4.759397422656359595e+03,1.000000000000000000e+00,2.716390436319625068e-01
1.099664778380375352e-01,4.740011241665612033e+03,4.740011241665612033e+03,4.740011241665612033e+03,1.000000000000000000e+00,2.730532082160409546e-01
1.103470405677554750e-01,4.721034749281766381e+03,4.721034749281766381e+03,4.721034749281766381e+03,1.000000000000000000e+00,2.744918412256632800e-01
1.107289203169333491e-01,4.702458394372293697e+03,4.702458394372293697e+03,4.702458394372293697e+03,1.000000000000000000e+00,2.759549273547794446e-01
1.111121216434011183e-01,4.684272809171269728e+03,4.684272809171269728e+03,4.684272809171269728e+03,1.000000000000000000e+00,2.774424504713805528e-01
1.114966491207623894e-01,4.666468803352350733e+03,4.666468803352350733e+03,4.666468803352350733e+03,1.000000000000000000e+00,2.789543934329415942e-01
1.118825073384485114e-01,4.649037358288923315e+03,4.649037358288923315e+03,4.649037358288923315e+03,1.000000000000000000e+00,2.804907379006460477e-01
1.122697009017734893e-01,4.631969621494621606e+03,4.631969621494621606e+03,4.631969621494621606e+03,1.000000000000000000e+00,2.820514641522942623e-01
1.126582344319890794e-01,4.615256759945616977e+03,4.615256759945616977e+03,4.615256759945616977e+03,1.000000000000000000e+00,2.836365422105118217e-01
1.130481125663400782e-01,4.598886054359521950e+03,4.598886054359521950e+03,4.598886054359521950e+03,1.000000000000000000e+00,2.852456893224629697e-01
1.134393399581191536e-01,4.582840460608706962e+03,4.582840460608706962e+03,4.582840460608706962e+03,1.000000000000000000e+00,2.868783310350824789e-01
1.138319212767228972e-01,4.567102957071138007e+03,4.567102957071138007e+03,4.567102957071138007e+03,1.000000000000000000e+00,2.885338628239836334e-01
1.142258612077071689e-01,4.551656778138017216e+03,4.551656778138017216e+03,4.551656778138017216e+03,1.000000000000000000e+00,2.902116643129246665e-01
1.146211644528434825e-01,4.536485404229366395e+03,4.536485404229366395e+03,4.536485404229366395e+03,1.000000000000000000e+00,2.919110986400609842e-01
1.150178357301746696e-01,4.521572552417454062e+03,4.521572552417454062e+03,4.521572552417454062e+03,1.000000000000000000e+00,2.936315118364682952e-01
1.154158797740713477e-01,4.506902167642713721e+03,4.506902167642713721e+03,4.506902167642713721e+03,1.000000000000000000e+00,2.953722322177009252e-01
1.158153013352883898e-01,4.492458414506521876e+03,4.492458414506521876e+03,4.492458414506521876e+03,1.000000000000000000e+00,2.971325697891042950e-01
1.162161051810220030e-01,4.478225669626568560e+03,4.478225669626568560e+03,4.478225669626568560e+03,1.000000000000000000e+00,2.989118156656973002e-01
1.166182960949659758e-01,4.464188514541586301e+03,4.464188514541586301e+03,4.464188514541586301e+03,1.000000000000000000e+00,3.007092415075000580e-01
1.170218788773691870e-01,4.450331729151583204e+03,4.450331729151583204e+03,4.450331729151583204e+03,1.000000000000000000e+00,3.025240989711512896e-01
1.174268583450927550e-01,4.436640285682070498e+03,4.436640285682070498e+03,4.436640285682070498e+03,1.000000000000000000e+00,3.043556191788253651e-01
1.178332393316678800e-01,4.423099343160196440e+03,4.423099343160196440e+03,4.423099343160196440e+03,1.000000000000000000e+00,3.062030122054026360e-01
1.182410266873529098e-01,4.409693630656145615e+03,4.409693630656145615e+03,4.409693630656145615e+03,1.000000000000000000e+00,3.080654238485172614e-01
1.186502252791916678e-01,4.396404967319071147e+03,4.396404967319071147e+03,4.396404967319071147e+03,1.000000000000000000e+00,3.099417586889475218e-01
1.190608399910714349e-01,4.383214413677007542e+03,4.383214413677007542e+03,4.383214413677007542e+03,1.000000000000000000e+00,3.118308230162626926e-01
1.194728757237811662e-01,4.370103254794360510e+03,4.370103254794360510e+03,4.370103254794360510e+03,1.000000000000000000e+00,3.137313920247827848e-01
1.198863373950703193e-01,4.357052996948181317e+03,4.357052996948181317e+03,4.357052996948181317e+03,1.000000000000000000e+00,3.156422093294417031e-01
1.203012299397070023e-01,4.344045364706874352e+03,4.344045364706874352e+03,4.344045364706874352e+03,1.000000000000000000e+00,3.175619865039207568e-01
1.207175583095372179e-01,4.331062298782094331e+03,4.331062298782094331e+03,4.331062298782094331e+03,1.000000000000000000e+00,3.194894026701786127e-01
1.211353274735438718e-01,4.318085954638082512e+03,4.318085954638082512e+03,4.318085954638082512e+03,1.000000000000000000e+00,3.214231041417500712e-01
1.215545424179063499e-01,4.305098701843036906e+03,4.305098701843036906e+03,4.305098701843036906e+03,1.000000000000000000e+00,3.233617041232578204e-01
1.219752081460594856e-01,4.292083124146854971e+03,4.292083124146854971e+03,4.292083124146854971e+03,1.000000000000000000e+00,3.253037824685843238e-01
1.223973296787537607e-01,4.279022020269529094e+03,4.279022020269529094e+03,4.279022020269529094e+03,1.000000000000000000e+00,3.272478855001862974e-01
1.228209120541147864e-01,4.265898405385517435e+03,4.265898405385517435e+03,4.265898405385517435e+03,1.000000000000000000e+00,3.291925258921379327e-01
1.232459603277041710e-01,4.252695513287321774e+03,4.252695513287321774e+03,4.252695513287321774e+03,1.000000000000000000e+00,3.311361826193542912e-01
1.236724795725789861e-01,4.239396974039048473e+03,4.239396974039048473e+03,4.239396974039048473e+03,1.000000000000000000e+00,3.330773147111629195e-01
1.241004748793528151e-01,4.225987354851554301e+03,4.225987354851554301e+03,4.225987354851554301e+03,1.000000000000000000e+00,3.350144045615067734e-01
1.245299513562563437e-01,4.212451623012520940e+03,4.212451623012520940e+03,4.212451623012520940e+03,1.000000000000000000e+00,3.369459173541977659e-01
1.249609141291986580e-01,4.198774965464729576e+03,4.198774965464729576e+03,4.198774965464729576e+03,1.000000000000000000e+00,3.388702870247671251e-01
1.253933683418279044e-01,4.184942793687057929e+03,4.184942793687057929e+03,4.184942793687057929e+03,1.000000000000000000e+00,3.407859165522290623e-01
1.258273191555929482e-01,4.170940749080223213e+03,4.170940749080223213e+03,4.170940749080223213e+03,1.000000000000000000e+00,3.426911783236009645e-01
1.262627717498049917e-01,4.156754708840804597e+03,4.156754708840804597e+03,4.156754708840804597e+03,1.000000000000000000e+00,3.445844145733128472e-01
1.266997313216995658e-01,4.142370792306940530e+03,4.142370792306940530e+03,4.142370792306940530e+03,1.000000000000000000e+00,3.464639378996090535e-01
1.271382030864980361e-01,4.127775367757703862e+03,4.127775367757703862e+03,4.127775367757703862e+03,1.000000000000000000e+00,3.483280318599402126e-01
1.275781922774703592e-01,4.112955059648647875e+03,4.112955059648647875e+03,4.112955059648647875e+03,1.000000000000000000e+00,3.501749516473635637e-01
1.280197041459972818e-01,4.097896756263900897e+03,4.097896756263900897e+03,4.097896756263900897e+03,1.000000000000000000e+00,3.520029248497508756e-01
1.284627439616329858e-01,4.082587617765942014e+03,4.082587617765942014e+03,4.082587617765942014e+03,1.000000000000000000e+00,3.538101522936643595e-01
1.289073170121684819e-01,4.067015310103267439e+03,4.067015310103267439e+03,4.067015310103267439e+03,1.000000000000000000e+00,3.555948286892098298e-01
1.293534286036938930e-01,4.051170947929976592e+03,4.051170947929976592e+03,4.051170947929976592e+03,1.000000000000000000e+00,3.573554033449741762e-01
1.298010840606623473e-01,4.035048218479611478e+03,4.035048218479611478e+03,4.035048218479611478e+03,1.000000000000000000e+00,3.590905148700337945e-01
1.302502887259533171e-01,4.018641076558713394e+03,4.018641076558713394e+03,4.018641076558713394e+03,1.000000000000000000e+00,3.607987937466200501e-01
1.307010479609367892e-01,4.001943694699921707e+03,4.001943694699921707e+03,4.001943694699921707e+03,1.000000000000000000e+00,3.624788584055738672e-01
1.311533671455365757e-01,3.984950468545104286e+03,3.984950468545104286e+03,3.984950468545104286e+03,1.000000000000000000e+00,3.641293161307318504e-01
1.316072516782949842e-01,3.967656022247045712e+03,3.967656022247045712e+03,3.967656022247045712e+03,1.000000000000000000e+00,3.657487640085400615e-01
1.320627069764370720e-01,3.950055213878251834e+03,3.950055213878251834e+03,3.950055213878251834e+03,1.000000000000000000e+00,3.673357899229386381e-01
1.325197384759356223e-01,3.932143140835632948e+03,3.932143140835632948e+03,3.932143140835632948e+03,1.000000000000000000e+00,3.688889735955170335e-01
1.329783516315755920e-01,3.913915145229220343e+03,3.913915145229220343e+03,3.913915145229220343e+03,1.000000000000000000e+00,3.704068876708094815e-01
1.334385519170193102e-01,3.895366819242695783e+03,3.895366819242695783e+03,3.895366819242695783e+03,1.000000000000000000e+00,3.718880988465204096e-01
1.339003448248719530e-01,3.876494010453928695e+03,3.876494010453928695e+03,3.876494010453928695e+03,1.000000000000000000e+00,3.733311690483994694e-01
1.343637358667472692e-01,3.857293427782476101e+03,3.857293427782476101e+03,3.857293427782476101e+03,1.000000000000000000e+00,3.747347150051659748e-01
1.348287305733328889e-01,3.837767292666992489e+03,3.837767292666992489e+03,3.837767292666992489e+03,1.000000000000000000e+00,3.760978673641683367e-01
