r_M5,V_r,dV_dr,d2V_dr2
1.0314629258517036,-6.335234716245305,-0.05506012024048135,-1.75
1.034869739478958,-6.335432451394962,-0.061022044088176686,-1.75
1.0382765531062126,-6.33565049770803,-0.06698396793587202,-1.75
1.041683366733467,-6.335888855184505,-0.07294589178356736,-1.75
1.0450901803607215,-6.3361475238243905,-0.0789078156312627,-1.75
1.048496993987976,-6.336426503627684,-0.08486973947895804,-1.75
1.0519038076152305,-6.336725794594387,-0.09083166332665338,-1.75
1.055310621242485,-6.337045396724499,-0.09679358717434872,-1.75
1.0587174348697395,-6.33738531001802,-0.10275551102204405,-1.75
1.062124248496994,-6.33774553447495,-0.1087174348697394,-1.75
1.0655310621242484,-6.338126070095289,-0.11467935871743473,-1.75
1.0689378757515031,-6.338526916879037,-0.12064128256513046,-1.75
1.0723446893787576,-6.3389480748261935,-0.1266032064128258,-1.75
1.075751503006012,-6.339389543936759,-0.13256513026052114,-1.75
1.0791583166332666,-6.339851324210734,-0.13852705410821647,-1.75
1.0825651302605213,-6.340333415648118,-0.1444889779559122,-1.75
1.0859719438877757,-6.340835818248911,-0.15045090180360754,-1.75
1.0893787575150302,-6.341358532013112,-0.15641282565130288,-1.75
1.0927855711422847,-6.341901556940723,-0.16237474949899822,-1.75
1.0961923847695392,-6.342464893031743,-0.16833667334669355,-1.75
1.0995991983967937,-6.343048540286172,-0.1742985971943889,-1.75
1.1030060120240481,-6.343652498704009,-0.18026052104208423,-1.75
1.1064128256513026,-6.344276768285256,-0.18622244488977957,-1.75
1.109819639278557,-6.344921349029912,-0.1921843687374749,-1.75
1.1132264529058116,-6.345586240937976,-0.19814629258517025,-1.75
1.116633266533066,-6.346271444009449,-0.20410821643286559,-1.75
1.1200400801603208,-6.3469769582443325,-0.2100701402805613,-1.75
1.1234468937875752,-6.347702783642624,-0.21603206412825665,-1.75
1.1268537074148297,-6.348448920204325,-0.221993987975952,-1.75
1.1302605210420844,-6.3492153679294345,-0.22795591182364772,-1.75
